node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,1,,,,,elastic,elastic
2,4.25,0,0,,2,,,,,elastic,elastic
3,8.5,0,0,,4046,,,,,elastic,elastic
4,11.35,0,0,,4048,,,,,elastic,elastic
5,15.6,0,0,,5,,,,,elastic,elastic
6,19.85,0,0,,6,,,,,elastic,elastic
7,0,5.5,0,,7,,,,,elastic,elastic
8,4.25,5.5,0,,8,,,,,elastic,elastic
9,8.5,5.5,0,,9,,,,,elastic,elastic
10,11.35,5.5,0,,10,,,,,elastic,elastic
11,15.6,5.5,0,,11,,,,,elastic,elastic
12,19.85,5.5,0,,12,,,,,elastic,elastic
13,0,11,0,,13,,,,,elastic,elastic
14,4.25,11,0,,14,,,,,elastic,elastic
15,8.5,11,0,,15,,,,,elastic,elastic
16,11.35,11,0,,16,,,,,elastic,elastic
17,15.6,11,0,,17,,,,,elastic,elastic
18,19.85,11,0,,18,,,,,elastic,elastic
1001,0,0,3.1,1,1001,,1019,,1034,elastic,elastic
1002,4.25,0,3.1,2,1002,1019,1020,,1035,elastic,elastic
1003,8.5,0,3.1,4047,4051,1020,1021,,1036,elastic,elastic
1004,11.35,0,3.1,4049,4053,1021,1022,,1037,elastic,elastic
1005,15.6,0,3.1,5,1005,1022,1023,,1038,elastic,elastic
1006,19.85,0,3.1,6,1006,1023,,,1039,elastic,elastic
1007,0,5.5,3.1,7,1007,,1024,1034,1040,elastic,elastic
1008,4.25,5.5,3.1,8,1008,1024,1025,1035,1041,elastic,elastic
1009,8.5,5.5,3.1,9,1009,1025,1026,1036,1042,elastic,elastic
1010,11.35,5.5,3.1,10,1010,1026,1027,1037,1043,elastic,elastic
1011,15.6,5.5,3.1,11,1011,1027,1028,1038,1044,elastic,elastic
1012,19.85,5.5,3.1,12,1012,1028,,1039,1045,elastic,elastic
1013,0,11,3.1,13,1013,,1029,1040,,elastic,elastic
1014,4.25,11,3.1,14,1014,1029,1030,1041,,elastic,elastic
1015,8.5,11,3.1,15,1015,1030,1031,1042,,elastic,elastic
1016,11.35,11,3.1,16,1016,1031,1032,1043,,elastic,elastic
1017,15.6,11,3.1,17,1017,1032,1033,1044,,elastic,elastic
1018,19.85,11,3.1,18,1018,1033,,1045,,elastic,elastic
2001,0,0,6.2,1001,2001,,2019,,2034,elastic,elastic
2002,4.25,0,6.2,1002,2002,2019,2020,,2035,elastic,elastic
2003,8.5,0,6.2,4052,4056,2020,2021,,2036,elastic,elastic
2004,11.35,0,6.2,4054,4058,2021,2022,,2037,elastic,elastic
2005,15.6,0,6.2,1005,2005,2022,2023,,2038,elastic,elastic
2006,19.85,0,6.2,1006,2006,2023,,,2039,elastic,elastic
2007,0,5.5,6.2,1007,2007,,2024,2034,2040,elastic,elastic
2008,4.25,5.5,6.2,1008,2008,2024,2025,2035,2041,elastic,elastic
2009,8.5,5.5,6.2,1009,2009,2025,2026,2036,2042,elastic,elastic
2010,11.35,5.5,6.2,1010,2010,2026,2027,2037,2043,elastic,elastic
2011,15.6,5.5,6.2,1011,2011,2027,2028,2038,2044,elastic,elastic
2012,19.85,5.5,6.2,1012,2012,2028,,2039,2045,elastic,elastic
2013,0,11,6.2,1013,2013,,2029,2040,,elastic,elastic
2014,4.25,11,6.2,1014,2014,2029,2030,2041,,elastic,elastic
2015,8.5,11,6.2,1015,2015,2030,2031,2042,,elastic,elastic
2016,11.35,11,6.2,1016,2016,2031,2032,2043,,elastic,elastic
2017,15.6,11,6.2,1017,2017,2032,2033,2044,,elastic,elastic
2018,19.85,11,6.2,1018,2018,2033,,2045,,elastic,elastic
3001,0,0,9.3,2001,3001,,3019,,3034,elastic,elastic
3002,4.25,0,9.3,2002,3002,3019,3020,,3035,elastic,elastic
3003,8.5,0,9.3,4057,4061,3020,3021,,3036,elastic,elastic
3004,11.35,0,9.3,4059,4063,3021,3022,,3037,elastic,elastic
3005,15.6,0,9.3,2005,3005,3022,3023,,3038,elastic,elastic
3006,19.85,0,9.3,2006,3006,3023,,,3039,elastic,elastic
3007,0,5.5,9.3,2007,3007,,3024,3034,3040,elastic,elastic
3008,4.25,5.5,9.3,2008,3008,3024,3025,3035,3041,elastic,elastic
3009,8.5,5.5,9.3,2009,3009,3025,3026,3036,3042,elastic,elastic
3010,11.35,5.5,9.3,2010,3010,3026,3027,3037,3043,elastic,elastic
3011,15.6,5.5,9.3,2011,3011,3027,3028,3038,3044,elastic,elastic
3012,19.85,5.5,9.3,2012,3012,3028,,3039,3045,elastic,elastic
3013,0,11,9.3,2013,3013,,3029,3040,,elastic,elastic
3014,4.25,11,9.3,2014,3014,3029,3030,3041,,elastic,elastic
3015,8.5,11,9.3,2015,3015,3030,3031,3042,,elastic,elastic
3016,11.35,11,9.3,2016,3016,3031,3032,3043,,elastic,elastic
3017,15.6,11,9.3,2017,3017,3032,3033,3044,,elastic,elastic
3018,19.85,11,9.3,2018,3018,3033,,3045,,elastic,elastic
4001,0,0,12.4,3001,,,4019,,4034,elastic,elastic
4002,4.25,0,12.4,3002,,4019,4020,,4035,elastic,elastic
4003,8.5,0,12.4,4062,,4020,4021,,4036,elastic,elastic
4004,11.35,0,12.4,4064,,4021,4022,,4037,elastic,elastic
4005,15.6,0,12.4,3005,,4022,4023,,4038,elastic,elastic
4006,19.85,0,12.4,3006,,4023,,,4039,elastic,elastic
4007,0,5.5,12.4,3007,,,4024,4034,4040,elastic,elastic
4008,4.25,5.5,12.4,3008,,4024,4025,4035,4041,elastic,elastic
4009,8.5,5.5,12.4,3009,,4025,4026,4036,4042,elastic,elastic
4010,11.35,5.5,12.4,3010,,4026,4027,4037,4043,elastic,elastic
4011,15.6,5.5,12.4,3011,,4027,4028,4038,4044,elastic,elastic
4012,19.85,5.5,12.4,3012,,4028,,4039,4045,elastic,elastic
